V01_RESPID,V07_PROVINCE,V08_SEX,V09_RURAL,V16_NUMPEOPLE,V17_PEOPLE18,V20_MARITAL,V21_MTHRTONGUE,V29_RESPEDUC,V30_RESPAGE,V36_TENURE,V43_SOCCLASS,V64_DRINK,V65_DRINK1,V68_DRINK8,V70_DRINKPROB,
346,5,2,0,3,2,2,2,8,39,1,8,1,4,0,1,
347,5,2,0,3,2,2,2,4,32,1,9,1,1,0,2,
348,5,2,0,2,2,2,1,5,60,1,4,1,7,0,2,
349,5,1,0,4,2,2,2,6,46,1,5,1,7,0,2,
350,5,1,0,4,2,1,2,3,15,1,5,2,8,8,2,
351,5,1,0,4,2,1,2,5,20,1,6,1,1,0,1,
352,5,1,0,3,2,2,1,8,56,1,6,1,2,0,1,
353,5,1,0,4,2,1,1,5,20,1,5,1,0,0,2,
354,5,1,0,4,2,2,1,8,40,1,5,2,8,8,2,
355,5,2,0,3,2,2,2,3,34,1,5,1,1,0,2,
356,5,1,0,4,3,2,2,8,48,1,6,1,2,0,1,
357,5,1,0,2,2,2,1,3,70,1,5,1,0,0,2,
358,5,1,0,2,2,1,2,4,22,2,5,1,1,0,2,
359,5,2,0,2,2,2,2,5,56,2,5,1,0,0,2,
360,5,2,0,2,2,3,3,4,52,2,6,1,0,0,2,
361,5,1,0,5,2,2,3,4,31,2,1,1,0,0,2,
362,5,1,0,2,2,3,1,4,64,2,3,1,7,7,1,
363,5,1,0,6,5,1,2,8,24,1,7,1,0,0,1,
364,5,1,0,2,2,1,2,4,19,2,3,2,8,8,1,
365,5,1,0,2,2,1,2,3,32,2,3,1,3,0,1,
366,5,1,0,2,2,3,2,6,58,2,6,2,8,8,1,
367,5,2,0,5,3,2,2,1,40,2,6,1,1,0,2,
368,5,1,0,2,2,2,2,4,55,2,6,2,8,8,2,
369,5,1,0,3,2,2,2,8,26,2,6,2,8,8,2,
370,5,1,0,3,3,1,3,7,20,2,5,2,8,8,2,
371,5,1,0,3,3,1,3,7,21,2,5,1,2,0,2,
372,5,1,0,2,2,1,3,7,22,2,5,1,1,0,1,
373,5,1,0,2,2,1,3,7,20,2,5,1,1,0,2,
374,5,1,0,2,2,2,3,7,30,2,3,2,8,8,2,
375,5,2,0,2,2,1,1,4,20,2,5,1,2,0,1,
376,5,2,0,6,2,2,3,4,31,1,5,1,1,0,2,
377,5,2,0,3,3,2,2,3,56,2,5,1,2,0,1,
378,5,1,0,3,3,2,2,8,38,1,8,1,7,0,1,
379,5,2,0,3,3,2,1,8,38,1,5,1,0,0,1,
380,5,2,0,3,3,2,1,6,48,2,5,2,8,8,1,
381,5,1,0,3,2,2,1,8,25,2,5,2,8,8,2,
382,5,1,0,2,2,1,2,7,21,2,7,1,6,1,1,
383,5,2,0,2,2,2,3,4,64,2,4,1,0,0,2,
384,5,1,0,3,2,2,1,8,28,2,5,1,0,0,2,
385,5,2,0,4,2,2,2,4,45,2,4,1,1,0,2,
386,5,1,0,2,2,2,2,8,27,2,7,1,2,0,1,
387,5,2,0,1,1,1,2,8,62,2,6,1,1,0,2,
388,5,1,0,5,3,1,1,3,16,2,3,1,0,0,1,
389,5,1,0,2,2,1,1,7,20,2,3,1,1,1,1,
390,5,2,0,1,1,3,1,4,45,2,4,1,1,0,1,
391,5,2,0,1,1,1,1,3,52,2,3,1,2,0,1,
392,5,2,0,4,2,2,1,4,47,2,3,2,8,8,2,
393,5,2,0,2,2,1,1,4,20,2,4,1,0,0,1,
394,4,1,0,2,2,2,2,6,80,1,3,2,8,8,2,
395,4,1,0,2,2,2,1,8,66,1,4,1,0,0,1,
396,4,1,0,4,3,2,1,6,52,1,4,1,2,0,1,
397,4,1,0,3,3,1,1,7,21,2,4,1,4,0,2,
398,4,1,0,5,3,1,1,3,17,1,3,2,8,8,2,
399,4,1,0,4,4,1,2,7,20,1,5,1,3,0,1,
400,5,1,0,2,2,1,2,7,25,2,3,1,3,2,2,
401,5,2,0,1,1,1,2,6,25,2,4,1,3,0,2,
402,5,2,0,5,2,2,2,6,28,2,4,1,0,0,1,
403,5,2,0,2,2,1,2,6,24,2,4,1,2,0,1,
404,5,1,0,2,2,2,2,4,62,2,5,1,1,0,2,
405,5,2,0,1,1,3,2,2,43,2,2,2,8,8,2,
406,5,2,0,4,2,2,3,8,39,1,6,2,8,8,1,
407,5,2,0,5,2,2,2,2,49,1,6,1,0,0,2,
408,5,2,0,4,4,1,2,6,23,1,6,1,7,0,1,
409,5,2,0,4,2,2,2,4,33,1,5,1,0,0,1,
410,5,1,0,3,3,1,2,4,20,1,5,1,7,6,1,
411,5,2,0,2,1,1,2,6,17,2,4,1,0,0,1,
412,5,1,0,4,2,2,2,4,33,1,6,1,5,0,1,
413,5,1,0,2,2,2,2,4,25,1,7,1,0,0,1,
414,5,2,0,4,2,2,2,4,32,1,8,1,1,0,2,
415,5,1,0,4,2,2,2,3,46,1,5,1,2,2,1,
416,5,2,0,5,2,2,2,3,33,1,8,1,0,0,2,
417,5,2,0,4,2,2,2,4,28,1,8,1,0,0,1,
418,5,2,0,2,2,1,2,2,79,1,5,1,1,0,2,
419,5,1,0,3,3,1,2,4,25,1,5,1,0,0,2,
420,5,2,0,3,3,1,2,5,19,1,5,1,1,0,1,
421,5,2,0,5,4,2,2,3,56,1,7,1,2,0,2,
422,5,1,0,5,5,2,2,4,49,2,6,2,8,8,1,
423,5,2,0,2,2,1,2,4,19,2,4,1,0,0,2,
424,5,2,0,4,3,2,2,6,45,1,8,2,8,8,1,
425,5,1,0,4,2,2,2,4,30,1,7,1,0,0,2,
426,5,1,0,4,2,2,2,4,31,1,5,1,0,0,2,
427,5,1,0,7,2,1,2,3,16,1,6,1,0,0,1,
428,5,1,0,7,2,2,2,6,39,1,6,2,8,8,2,
429,5,2,0,7,2,1,2,5,17,1,6,2,8,8,2,
430,5,2,0,7,7,2,2,2,47,1,4,2,8,8,2,
431,5,1,0,1,1,1,2,1,54,2,3,1,3,0,2,
432,5,2,0,1,1,1,2,8,32,2,5,1,2,0,1,
433,5,2,0,4,3,2,2,4,47,1,7,1,0,0,2,
434,5,1,0,1,1,3,2,4,69,2,4,2,8,8,2,
435,5,2,0,4,2,2,2,2,34,2,5,1,0,0,1,
436,5,2,0,2,2,2,2,4,30,2,7,1,1,0,1,
437,5,1,0,3,2,2,2,6,28,1,5,1,2,0,1,
438,5,2,0,5,4,1,2,3,18,1,4,2,8,8,1,
439,5,1,0,5,2,1,2,3,18,1,7,1,1,0,2,
440,5,1,0,4,2,2,2,8,42,1,7,1,1,0,1,
441,5,2,0,4,2,2,2,4,48,1,7,1,2,0,2,
442,5,2,0,3,2,2,2,6,46,1,8,1,0,0,1,
443,5,2,0,6,4,2,2,1,48,1,5,2,8,8,1,
444,5,2,0,6,4,1,2,3,15,2,3,1,0,0,1,
445,5,2,0,3,2,2,2,6,27,2,3,2,8,8,1,
446,5,1,0,2,2,1,2,3,32,2,3,1,1,1,1,
447,5,2,0,4,1,1,2,1,24,2,3,1,0,0,1,
448,5,1,0,4,4,1,2,7,23,2,1,1,1,0,1,
449,5,1,0,4,4,1,1,7,30,2,1,1,0,0,2,
450,5,1,0,5,4,1,2,3,17,2,5,2,8,8,2,
451,5,1,0,2,2,1,2,8,25,2,3,1,2,0,1,
452,5,1,0,4,4,1,2,5,18,1,6,1,0,0,1,
453,5,2,0,4,4,1,2,6,22,1,6,1,0,0,2,
454,5,2,0,3,2,2,2,8,37,1,8,1,0,0,2,
455,5,2,0,5,4,2,2,3,50,1,5,1,1,0,2,
456,5,2,0,4,3,2,2,3,52,1,8,2,8,8,2,
457,5,1,0,3,2,3,2,5,40,1,4,1,2,0,2,
458,5,2,0,2,2,2,2,3,49,1,5,1,0,0,2,
459,5,2,0,2,2,1,2,7,25,1,5,1,0,0,2,
460,5,1,0,3,2,2,2,5,57,1,7,1,0,0,1,
461,5,1,0,5,2,1,2,3,15,1,5,1,0,0,1,
462,5,2,0,2,2,2,2,1,61,2,5,1,1,0,1,
463,5,1,0,5,3,1,2,3,15,1,5,1,0,0,2,
464,5,2,0,5,3,1,2,5,20,1,5,1,1,0,2,
465,5,1,0,4,3,2,2,4,44,1,8,1,3,0,2,
466,5,2,1,1,1,3,2,1,67,1,3,2,8,8,2,
467,5,1,2,8,6,1,2,4,19,1,4,1,4,1,1,
468,5,2,2,8,6,2,2,4,54,1,4,1,0,0,1,
469,5,2,1,4,2,2,2,4,25,1,5,2,8,8,2,
470,5,1,2,2,2,2,2,1,64,1,4,2,8,8,1,
471,5,1,2,5,1,3,2,2,40,1,3,1,2,0,2,
472,5,2,2,3,2,2,2,3,26,1,5,1,0,0,1,
473,5,1,1,3,2,2,2,3,44,1,6,1,7,0,1,
474,5,2,1,2,2,3,2,1,65,2,1,2,8,8,2,
475,5,1,1,4,2,2,2,3,37,2,4,1,0,0,1,
476,5,2,1,2,2,2,2,4,29,1,5,1,1,0,1,
477,5,1,1,2,2,2,2,1,71,1,2,2,8,8,1,
478,5,1,1,6,3,2,2,6,30,1,9,1,7,0,1,
479,5,1,1,3,2,2,2,4,31,2,9,1,0,0,2,
480,5,2,4,4,2,2,2,4,26,1,7,1,1,0,1,
481,5,2,4,5,2,2,2,3,35,1,7,1,1,0,2,
482,5,1,4,6,6,1,2,1,34,1,6,2,8,8,2,
483,5,1,4,6,6,1,2,2,35,1,6,2,8,8,2,
484,5,1,4,4,2,2,2,1,46,1,7,1,1,0,2,
485,5,2,4,6,3,2,2,2,48,1,5,2,8,8,1,
486,5,1,4,6,6,2,2,3,55,2,6,2,8,8,1,
487,5,2,4,6,6,1,2,3,18,2,6,1,2,0,1,
488,5,2,4,4,2,2,2,2,43,1,5,1,1,0,2,
489,5,2,4,5,2,2,2,3,32,2,4,2,8,8,2,
490,5,2,4,2,2,2,2,3,24,2,4,2,8,8,1,
491,5,2,4,2,2,2,2,1,56,1,5,1,1,0,2,
492,6,2,0,1,1,3,1,6,77,1,5,2,8,8,2,
493,6,2,0,5,2,2,1,3,32,1,4,2,8,8,1,
494,6,2,0,10,2,2,1,6,40,1,5,2,8,8,2,
495,6,2,0,1,1,3,1,6,69,1,5,2,8,8,1,
496,6,2,0,1,1,3,1,4,51,1,5,1,2,0,1,
497,6,2,0,4,2,2,1,6,33,1,5,1,1,0,1,
498,6,2,1,3,2,2,3,3,32,1,5,1,2,0,2,
499,6,1,1,4,2,2,1,3,38,1,5,1,7,0,1,
500,6,2,3,4,3,2,3,2,50,1,6,1,4,0,2,
501,6,2,1,6,2,2,1,3,35,1,6,1,1,0,1,
502,6,2,3,5,2,2,1,3,34,1,5,2,8,8,1,
503,6,1,1,4,2,2,1,3,37,1,4,1,0,0,1,
504,6,2,3,3,3,2,1,1,49,1,6,1,1,0,1,
505,0,1,0,6,4,2,3,3,82,1,5,1,4,0,2,
506,0,1,0,1,1,3,1,8,29,2,6,1,3,0,1,
507,0,2,0,3,2,2,3,2,46,2,4,1,2,0,1,
508,0,2,0,2,2,2,1,4,18,2,5,1,1,0,1,
509,0,1,0,3,3,1,3,4,18,2,4,1,1,0,2,
510,0,2,0,4,2,1,3,3,17,1,5,1,0,0,1,
511,0,2,0,4,3,2,1,3,37,2,6,1,1,0,2,
512,0,1,0,2,2,2,1,3,26,1,7,2,8,8,1,
513,0,1,0,3,3,1,1,4,18,1,6,1,1,0,1,
514,0,2,0,5,3,2,3,3,38,1,8,1,1,0,1,
515,0,2,0,1,1,3,1,4,62,1,5,2,8,8,2,
516,0,1,0,2,2,2,1,3,65,1,5,2,8,8,2,
517,0,1,0,2,2,2,1,7,24,1,4,1,4,0,1,
518,0,2,0,3,3,1,1,4,54,1,4,1,0,0,1,
519,0,1,0,2,2,2,1,0,55,1,3,2,8,8,2,
520,0,2,0,3,2,2,1,7,24,1,3,1,1,0,1,
521,0,1,0,3,3,2,1,4,59,1,4,1,7,0,2,
522,0,2,0,4,2,2,1,3,38,1,3,1,1,0,2,
523,0,1,4,2,2,2,1,2,65,1,4,2,8,8,2,
524,0,2,4,4,2,2,1,2,41,1,2,1,0,0,2,
525,0,2,4,4,2,2,1,3,27,1,3,1,0,0,1,
526,0,2,4,1,1,3,1,2,81,1,2,2,8,8,2,
527,0,1,1,4,3,1,1,3,17,1,5,1,0,0,1,
528,0,2,1,4,3,2,1,6,38,1,5,1,3,0,2,
529,0,1,2,4,3,2,3,8,49,1,7,1,1,0,2,
530,0,2,1,4,2,2,1,4,42,1,4,1,1,0,2,
531,0,1,1,3,3,1,1,5,21,1,7,2,8,8,1,
532,0,1,1,5,5,1,1,5,29,1,7,1,0,0,1,
533,0,1,2,1,1,1,1,2,59,1,2,1,7,0,1,
534,6,1,0,5,2,2,2,2,33,1,5,1,7,0,2,
535,6,1,0,3,3,2,1,2,65,1,4,1,7,0,2,
536,6,2,0,2,2,2,1,4,52,1,4,2,8,8,1,
537,6,1,0,2,2,2,1,3,36,1,4,1,3,0,2,
538,6,1,0,3,2,2,3,8,31,1,4,1,0,0,2,
539,6,1,0,4,2,2,1,3,29,1,4,1,0,0,1,
540,5,1,0,3,2,2,2,5,35,1,5,1,1,0,1,
541,5,2,0,3,2,2,2,1,53,1,5,1,1,0,1,
542,5,2,0,7,4,1,2,4,25,1,6,1,1,0,1,
543,5,1,0,3,3,2,2,3,62,1,8,1,7,0,2,
544,5,2,0,3,2,2,2,2,50,1,6,1,1,0,1,
545,5,2,0,3,2,2,2,4,44,1,7,1,7,0,2,
546,9,1,4,6,3,2,1,1,70,1,5,2,8,8,2,
547,9,2,4,6,3,1,1,1,17,1,5,2,8,8,2,
548,9,2,4,6,4,2,1,1,37,1,5,2,8,8,2,
549,9,1,4,4,3,1,1,4,20,2,5,2,8,8,1,
550,9,2,4,6,2,2,3,4,42,1,6,1,0,0,1,
551,9,2,4,4,2,2,1,5,29,1,7,1,0,0,1,
552,9,1,2,6,4,2,1,8,54,1,8,1,0,0,1,
553,9,2,2,6,4,1,1,7,18,1,8,1,1,0,2,
554,9,1,2,3,2,2,1,3,64,1,7,2,8,8,2,
555,9,2,2,4,3,2,1,4,42,1,7,1,3,0,2,
556,9,2,2,4,3,2,1,1,49,1,5,1,0,0,1,
557,9,1,1,4,4,1,1,8,25,1,5,2,8,8,1,
558,9,2,1,4,4,2,1,3,52,1,6,2,8,8,2,
559,6,2,0,1,1,3,2,8,70,1,3,1,0,0,2,
560,6,2,0,3,2,1,1,3,22,2,2,1,0,0,1,
561,6,2,0,4,3,2,3,1,51,1,3,2,8,8,2,
562,6,1,0,6,2,2,1,3,36,1,3,1,1,0,1,
563,6,2,0,6,2,1,1,3,16,1,3,1,0,0,2,
564,6,1,0,5,2,2,1,4,39,1,2,1,0,0,1,
565,7,1,0,2,2,2,1,4,54,1,4,1,3,0,1,
566,7,1,0,1,1,1,1,3,25,1,4,1,7,5,1,
567,7,2,0,2,2,1,3,4,39,1,6,1,0,0,1,
568,7,2,0,4,2,2,1,4,31,1,5,1,7,0,1,
569,7,1,0,4,2,1,1,3,22,1,7,1,1,1,1,
570,7,2,0,4,2,2,1,3,35,1,4,3,9,9,2,
571,7,2,0,4,3,2,1,3,18,2,5,1,0,0,2,
572,7,1,0,2,2,1,1,8,27,2,5,1,5,0,2,
573,7,2,0,1,1,3,3,1,70,1,5,1,0,0,2,
574,7,2,0,3,2,2,1,3,26,1,8,1,2,0,2,
575,7,1,0,2,2,1,3,3,17,2,5,1,0,0,1,
576,7,2,0,2,2,3,1,1,52,1,3,1,7,0,1,
577,7,1,0,1,1,3,1,2,61,2,5,1,7,0,1,
578,7,2,0,2,2,2,1,3,60,1,2,1,0,0,1,
579,7,1,0,2,2,2,1,3,66,1,5,2,8,8,1,
580,7,1,0,6,4,1,1,3,25,1,5,1,2,0,2,
581,7,1,0,2,2,2,1,1,39,1,5,2,8,8,2,
582,7,1,0,2,2,2,1,3,65,1,3,2,8,8,2,
583,7,2,0,3,2,2,1,7,26,1,5,1,2,0,2,
584,7,1,0,2,2,2,1,2,67,1,1,2,8,8,2,
585,7,2,0,4,3,2,3,3,48,1,5,1,1,0,2,
586,7,2,0,4,4,1,3,3,28,1,3,1,2,0,2,
587,7,2,0,4,2,2,1,3,42,1,3,1,1,0,2,
588,9,2,0,6,2,2,1,3,42,1,5,2,8,8,2,
589,9,1,0,7,3,2,1,8,25,2,3,1,2,0,2,
590,9,1,0,4,4,2,1,5,25,2,5,1,1,1,1,
591,9,1,0,2,2,2,3,4,58,1,6,1,1,0,2,
592,9,2,0,2,2,2,2,7,60,1,3,1,0,0,1,
593,9,1,0,4,2,2,1,6,41,1,5,1,1,0,2,
594,9,2,0,6,3,1,1,4,18,2,4,1,1,0,1,
595,9,2,0,2,2,3,3,6,71,1,6,1,7,0,1,
596,9,2,0,3,3,2,3,4,71,1,5,1,7,0,1,
597,9,1,0,3,3,2,1,4,65,2,6,1,1,0,1,
598,9,1,0,3,3,1,1,4,22,2,4,1,2,2,1,
599,9,1,0,2,2,3,3,4,63,2,6,1,0,0,1,
600,5,1,0,3,2,1,3,3,15,2,4,2,8,8,1,
601,5,1,0,3,2,2,3,4,37,2,6,1,0,0,1,
602,5,1,0,3,2,2,3,2,26,2,3,1,0,0,1,
603,5,1,0,4,2,2,2,2,35,2,4,1,0,0,1,
604,5,1,0,2,2,2,3,4,37,1,4,1,4,0,1,
605,5,2,0,4,3,2,2,3,45,2,6,1,0,0,1,
606,5,1,0,7,2,1,1,3,15,2,3,2,8,8,1,
607,5,2,0,2,2,3,2,2,57,2,1,2,8,8,1,
608,5,2,0,1,1,3,2,4,26,2,3,1,0,0,2,
609,5,2,0,3,2,2,2,3,38,2,4,1,1,0,1,
610,5,2,0,2,2,2,2,4,52,2,5,3,9,9,2,
611,5,2,0,2,2,2,2,4,23,2,4,1,7,0,2,
612,5,1,0,5,3,2,2,3,48,1,7,1,1,0,1,
613,5,1,0,2,2,2,2,3,74,2,5,1,0,0,2,
614,5,2,0,2,2,2,2,1,56,2,4,1,0,0,1,
615,5,1,0,4,3,2,2,3,48,1,7,1,0,0,1,
616,5,1,0,5,2,2,3,1,41,1,7,1,7,0,2,
617,5,2,0,5,2,2,3,1,38,1,7,2,8,8,2,
618,5,1,0,3,2,1,2,3,16,2,7,1,0,0,1,
619,5,2,0,3,2,2,2,1,53,2,7,1,0,0,2,
620,5,2,0,2,2,2,2,3,58,2,7,1,0,0,1,
621,5,1,0,2,2,3,2,6,52,2,8,1,7,2,1,
622,5,2,0,2,2,1,2,6,20,2,8,1,3,0,1,
623,5,1,0,2,2,2,2,8,87,2,6,2,8,8,2,
624,5,1,0,2,2,1,2,4,21,2,3,1,0,0,2,
625,5,1,0,2,2,3,2,3,29,2,3,1,0,0,2,
626,5,1,0,4,4,2,2,4,66,2,5,1,7,0,1,
627,5,2,0,2,2,1,2,6,22,2,6,1,0,0,1,
628,5,2,0,2,2,3,2,3,75,2,8,2,8,8,2,
629,5,2,0,2,2,1,2,8,53,2,7,1,0,0,2,
630,5,2,0,3,3,2,2,4,25,2,6,1,1,0,2,
631,5,1,0,4,2,2,2,7,53,2,6,2,8,8,1,
632,5,2,0,4,2,2,2,3,43,2,5,2,8,8,1,
633,5,1,0,2,2,3,2,8,38,2,5,1,3,0,2,
634,5,2,0,3,2,2,2,4,26,2,3,2,8,8,2,
635,5,2,0,2,2,1,1,5,17,1,4,1,0,0,1,
636,5,1,0,4,4,1,2,5,18,1,6,1,1,0,1,
637,5,1,0,2,2,2,3,5,60,1,4,2,8,8,2,
638,5,2,0,6,5,2,2,4,48,1,7,1,4,0,2,
639,5,1,0,2,1,3,1,8,56,2,5,1,6,0,1,
640,5,2,0,4,2,2,1,8,35,1,4,1,2,0,1,
641,5,2,0,10,6,2,1,6,41,1,4,2,8,8,2,
642,5,2,0,3,3,2,1,4,51,1,5,2,8,8,2,
643,5,2,0,2,1,3,1,4,48,1,5,1,7,0,2,
644,5,1,0,5,5,2,3,6,45,1,5,1,4,0,2,
645,5,2,0,2,2,2,1,3,51,2,5,1,1,0,2,
646,5,1,0,4,3,1,1,3,22,2,4,1,3,3,1,
647,5,1,0,4,4,1,2,5,22,2,5,1,2,0,2,
648,5,1,0,4,3,2,1,4,28,2,5,1,0,0,1,
649,5,1,0,1,1,1,1,4,52,2,3,2,8,8,2,
650,5,1,0,5,2,2,3,2,49,2,4,1,3,0,1,
651,5,2,0,5,2,1,3,3,17,2,4,1,0,0,2,
652,5,1,0,5,2,2,3,1,50,2,3,1,7,0,1,
653,5,2,0,5,2,1,3,3,15,2,3,2,8,8,1,
654,5,1,0,4,2,2,1,6,26,2,4,1,0,0,1,
655,5,1,0,2,2,2,2,4,80,2,2,3,9,9,2,
656,5,1,0,4,3,1,1,7,21,1,7,1,2,0,2,
657,5,2,0,4,4,1,1,8,23,1,7,1,0,0,2,
658,5,2,0,3,3,1,1,5,19,1,6,1,0,0,1,
659,5,1,0,4,4,1,1,8,23,1,5,1,3,0,2,
660,5,1,0,3,3,2,1,2,69,1,6,1,0,0,2,
661,5,2,0,3,3,1,1,4,45,2,6,1,1,0,1,
662,5,2,0,1,1,3,1,2,80,2,5,1,1,0,2,
663,5,2,0,3,3,2,2,4,55,1,7,1,0,0,1,
664,5,2,0,1,1,1,1,7,21,2,7,1,0,0,2,
665,5,1,0,2,2,2,3,5,24,2,6,1,0,0,2,
666,5,2,0,3,2,1,1,3,16,2,7,1,0,0,2,
667,5,2,0,3,3,2,3,4,50,1,7,1,0,0,1,
668,5,1,0,4,3,2,2,1,53,1,5,1,1,0,1,
669,5,2,0,4,4,1,1,5,20,1,5,2,8,8,1,
670,5,1,0,4,4,2,1,6,62,1,5,1,1,0,2,
671,5,2,0,4,2,2,2,7,26,1,5,1,2,0,1,
672,5,2,0,5,3,2,2,6,34,1,9,1,0,0,2,
673,5,2,0,5,3,1,2,3,15,1,9,2,8,8,2,
674,5,2,0,3,3,1,2,4,19,2,5,2,8,8,1,
675,5,2,0,2,2,1,2,6,26,2,6,1,1,0,1,
676,5,2,0,2,2,2,2,3,35,2,5,2,8,8,2,
677,5,1,0,3,3,1,2,3,44,2,1,1,0,0,1,
678,5,1,0,3,2,3,2,8,24,2,6,1,2,0,1,
679,5,1,0,2,1,1,2,5,17,2,1,1,0,0,1,
680,5,2,0,5,2,1,2,3,15,1,9,2,8,8,2,
681,5,2,0,4,2,2,2,4,45,1,8,2,8,8,2,
682,5,1,0,4,2,2,2,6,37,1,9,1,2,0,1,
683,5,2,0,4,2,2,3,1,31,2,5,2,8,8,1,
684,5,1,0,2,2,2,2,8,73,1,5,2,8,8,2,
685,5,2,0,4,2,2,2,6,49,1,8,1,0,0,2,
686,5,1,0,2,2,2,2,1,66,1,5,1,0,0,2,
687,5,1,0,2,2,2,2,1,65,1,5,1,0,0,2,
688,5,2,0,2,2,2,2,3,40,1,8,1,0,0,2,
689,5,1,0,2,2,2,2,1,66,1,3,1,0,0,2,
690,5,2,0,1,1,1,1,1,58,1,8,1,0,0,2,
691,5,2,0,2,2,2,2,3,60,2,8,1,0,0,2,
692,6,2,0,6,4,2,3,1,60,1,5,1,0,0,2,
