V01_RESPID,V07_PROVINCE,V08_SEX,V09_RURAL,V16_NUMPEOPLE,V17_PEOPLE18,V20_MARITAL,V21_MTHRTONGUE,V29_RESPEDUC,V30_RESPAGE,V36_TENURE,V43_SOCCLASS,V64_DRINK,V65_DRINK1,V68_DRINK8,V70_DRINKPROB,
1379,5,2,0,3,3,1,2,1,81,1,5,2,8,8,2,
1380,9,2,0,1,1,1,1,7,25,2,3,1,3,0,1,
1381,9,2,0,2,2,2,1,3,63,1,4,2,8,8,2,
1382,9,2,0,2,2,2,1,7,22,2,4,1,1,0,1,
1383,9,2,0,2,2,1,1,7,23,2,2,1,0,0,1,
1384,9,2,0,2,2,3,1,3,78,1,3,2,8,8,2,
1385,9,2,0,3,2,3,1,8,36,2,4,2,8,8,1,
1386,9,2,0,2,2,2,3,3,53,1,6,1,2,0,1,
1387,9,1,0,2,2,2,1,3,59,1,6,2,8,8,1,
1388,9,2,0,1,1,1,1,8,37,2,6,1,1,0,1,
1389,9,1,0,2,2,2,1,2,70,1,4,2,8,8,2,
1390,9,1,0,4,2,2,1,4,28,1,6,1,0,0,1,
1391,9,1,0,3,3,2,1,4,62,1,5,2,8,8,1,
1392,9,2,0,3,2,2,3,8,29,1,7,2,8,8,2,
1393,9,1,0,2,2,1,1,4,58,1,6,1,7,0,1,
1394,9,2,0,8,5,1,1,3,18,2,3,1,4,1,1,
1395,9,2,0,1,1,1,1,6,25,2,5,1,3,0,1,
1396,9,2,0,1,1,1,1,5,30,2,5,2,8,8,1,
1397,9,2,0,1,1,1,1,6,29,2,5,2,8,8,1,
1398,9,1,0,10,10,1,1,3,18,2,3,1,5,3,2,
1399,9,1,0,10,10,1,1,3,19,2,3,1,5,5,1,
1400,9,1,0,10,10,1,1,4,19,2,4,1,4,4,1,
1401,9,2,0,10,10,1,1,3,19,2,4,1,1,0,1,
1402,9,1,0,2,2,3,1,3,56,2,4,1,3,1,1,
1403,9,2,0,2,2,1,1,4,19,2,5,1,3,0,2,
1404,9,1,0,3,3,2,1,6,57,1,5,1,1,0,2,
1405,9,1,0,2,2,3,1,3,68,1,5,2,8,8,1,
1406,9,1,0,2,2,2,1,3,21,2,4,1,1,0,1,
1407,9,2,0,2,2,2,1,3,32,2,5,1,2,0,1,
1408,9,1,0,1,1,1,1,1,45,2,4,2,8,8,2,
1409,9,1,0,1,1,1,1,8,22,2,4,1,2,0,2,
1410,9,2,0,4,2,2,1,8,31,1,7,1,1,0,2,
1411,9,1,0,2,2,2,3,5,29,1,8,1,5,2,1,
1412,9,2,0,4,2,2,1,6,29,1,7,1,2,0,1,
1413,9,1,0,4,2,2,1,8,44,1,8,1,0,0,1,
1414,9,1,0,4,2,2,3,8,35,1,8,1,1,0,1,
1415,9,1,0,5,2,2,3,6,36,1,7,1,3,0,1,
1416,6,2,0,1,1,3,3,4,24,2,4,1,1,0,2,
1417,6,1,0,2,2,1,1,6,19,2,5,1,0,0,1,
1418,6,1,0,2,2,1,1,6,19,2,4,1,0,0,1,
1419,6,2,0,1,1,1,1,3,28,2,3,1,1,0,2,
1420,6,2,0,1,1,1,1,7,48,2,5,1,0,0,1,
1421,6,2,0,3,3,1,1,7,45,2,5,1,2,0,2,
1422,6,1,0,2,2,2,1,8,22,2,5,1,3,0,1,
1423,6,2,0,1,1,3,1,3,72,2,1,1,3,0,1,
1424,6,1,0,2,2,1,1,3,32,2,5,1,7,7,1,
1425,6,1,0,2,2,1,2,7,34,2,7,1,7,4,1,
1426,6,1,0,4,3,2,3,1,44,1,4,1,0,0,1,
1427,6,2,0,1,1,1,3,7,50,2,3,2,8,8,1,
1428,1,1,0,5,3,1,1,3,15,2,2,2,8,8,2,
1429,1,2,0,5,3,1,1,4,20,2,2,1,0,0,2,
1430,1,1,0,2,2,2,1,1,89,1,4,1,1,0,2,
1431,1,2,0,10,2,1,1,3,31,2,2,1,0,0,1,
1432,1,2,0,1,1,3,1,9,65,2,1,2,8,8,1,
1433,1,1,0,1,1,3,1,9,68,2,1,2,8,8,1,
1434,1,2,1,4,2,1,1,3,16,1,3,2,8,8,1,
1435,1,2,1,1,1,1,1,1,58,1,2,1,1,0,2,
1436,1,1,1,5,4,1,1,3,23,1,3,1,1,0,2,
1437,1,2,1,5,4,1,1,4,18,1,3,1,2,0,1,
1438,1,1,3,5,2,2,1,3,31,1,3,1,3,0,1,
1439,1,2,3,2,2,1,1,3,18,1,2,2,8,8,2,
1440,5,1,0,3,3,2,2,1,43,2,5,2,8,8,1,
1441,5,2,0,3,3,2,2,1,40,2,5,2,8,8,1,
1442,5,2,0,3,3,1,2,1,55,1,5,1,1,0,2,
1443,5,2,0,3,2,1,2,3,16,2,5,2,8,8,1,
1444,5,1,0,3,2,2,3,1,29,2,4,1,0,0,2,
1445,5,2,0,5,2,2,2,8,31,2,6,1,2,0,1,
1446,5,1,0,2,2,2,2,1,65,2,1,2,8,8,2,
1447,5,1,0,2,2,3,2,1,63,2,1,1,7,7,2,
1448,5,1,0,3,2,2,2,1,63,2,5,1,0,0,2,
1449,5,2,0,2,2,2,2,1,55,2,4,2,8,8,2,
1450,5,2,0,2,2,1,2,7,29,2,5,1,0,0,2,
1451,5,2,0,1,1,3,2,1,70,2,1,2,8,8,2,
1452,5,1,0,8,4,2,2,2,48,2,6,2,8,8,2,
1453,5,2,0,8,4,1,2,5,17,2,6,1,0,0,2,
1454,5,1,0,6,5,1,2,4,21,1,7,1,3,0,2,
1455,5,1,0,6,5,1,2,4,19,1,7,1,2,0,2,
1456,5,2,0,6,5,1,2,5,17,1,7,1,0,0,2,
1457,5,2,0,4,4,2,2,3,46,1,5,2,8,8,1,
1458,6,1,0,4,2,2,3,1,46,1,3,2,8,8,2,
1459,6,2,0,8,2,1,3,3,17,2,2,1,0,0,2,
1460,6,2,0,7,5,1,3,3,19,2,5,2,8,8,2,
1461,6,2,0,6,6,1,3,3,21,1,4,1,1,0,2,
1462,6,1,0,5,2,2,3,1,31,1,4,1,0,0,2,
1463,6,1,0,7,5,1,1,3,22,1,5,1,5,2,1,
1464,6,1,0,5,5,1,1,3,19,1,5,1,2,0,1,
1465,6,1,0,2,2,2,1,3,38,2,5,1,2,0,2,
1466,6,1,0,5,4,1,1,3,40,1,5,1,7,1,1,
1467,6,1,0,4,3,3,1,8,45,1,5,1,0,0,2,
1468,6,2,0,4,3,3,1,3,42,1,5,1,0,0,1,
1469,6,2,0,1,1,3,1,3,78,1,5,1,0,0,2,
1470,6,2,0,7,4,1,1,3,20,2,4,1,0,0,2,
1471,6,1,0,2,2,2,1,5,23,2,5,1,4,0,1,
1472,6,2,0,4,2,2,1,3,28,2,4,1,0,0,1,
1473,6,2,0,3,3,2,1,1,77,1,5,1,0,0,2,
1474,6,1,0,3,2,2,1,8,32,1,6,1,0,0,2,
1475,6,1,0,3,2,1,1,3,15,1,5,2,8,8,2,
1476,6,2,0,2,2,2,1,3,56,1,5,2,8,8,1,
1477,6,2,0,3,2,2,1,8,28,1,6,1,7,0,1,
1478,6,1,0,4,1,3,1,4,40,2,5,2,8,8,1,
1479,6,1,0,3,2,2,1,4,59,2,4,2,8,8,2,
1480,6,2,4,4,2,2,1,6,36,2,6,2,8,8,1,
1481,6,2,4,1,1,1,1,3,66,1,5,2,8,8,2,
1482,6,1,4,4,2,2,1,4,34,1,5,1,2,0,2,
1483,6,1,4,2,2,2,1,2,66,1,5,2,8,8,1,
1484,6,1,4,5,5,1,1,3,18,2,3,1,0,0,2,
1485,6,2,4,5,5,1,1,4,20,1,3,1,1,0,1,
1486,6,2,4,3,1,3,1,8,35,1,5,2,8,8,1,
1487,6,1,4,5,2,2,1,3,40,1,5,1,7,0,1,
1488,6,1,4,2,2,2,3,8,54,1,8,1,7,0,1,
1489,6,2,4,3,3,2,1,8,62,1,8,2,8,8,2,
1490,6,1,4,3,3,2,1,6,30,1,6,2,8,8,2,
1491,6,1,4,4,3,1,1,3,15,1,5,2,8,8,2,
1492,6,2,1,2,2,2,3,2,55,1,5,1,0,0,2,
1493,6,2,1,3,3,2,1,1,41,1,8,2,8,8,1,
1494,6,2,1,3,3,1,1,4,18,1,8,2,8,8,2,
1495,6,2,3,2,2,2,1,2,54,1,3,2,8,8,1,
1496,6,2,1,2,2,2,3,2,60,1,8,2,8,8,1,
1497,6,2,1,4,2,2,1,3,35,1,8,2,8,8,1,
1498,6,2,1,2,2,2,1,1,60,1,2,2,8,8,1,
1499,0,1,0,7,5,2,3,2,53,1,7,1,7,0,2,
1500,0,1,0,3,2,2,3,3,32,1,5,1,1,0,1,
1501,0,1,0,3,3,1,3,2,18,1,7,1,3,2,2,
1502,0,1,0,5,2,2,3,2,52,1,7,1,7,0,2,
1503,0,1,0,4,2,2,3,6,39,2,4,1,1,0,2,
1504,0,1,0,2,2,2,1,3,71,1,6,1,2,0,2,
1505,0,2,0,1,1,1,1,8,32,2,3,1,3,2,1,
1506,0,2,0,2,2,1,1,5,24,2,2,1,1,0,1,
1507,0,1,0,2,2,1,1,8,28,2,3,1,2,0,1,
1508,0,1,0,3,3,3,1,4,60,2,2,1,0,0,1,
1509,0,2,0,1,1,2,1,5,23,2,3,1,4,0,1,
1510,0,2,0,1,1,3,1,3,86,2,3,2,8,8,2,
1511,0,1,0,1,1,1,1,3,43,2,5,2,8,8,1,
1512,0,2,0,5,2,1,3,4,19,2,5,1,5,0,1,
1513,0,2,0,2,2,2,3,3,28,2,5,1,3,0,2,
1514,0,2,0,2,1,3,3,4,27,2,4,1,0,0,2,
1515,0,2,0,1,1,1,1,7,27,2,3,1,1,0,2,
1516,0,2,0,1,1,1,1,4,23,2,3,1,1,0,1,
1517,0,2,0,2,2,1,1,8,23,2,7,1,0,0,1,
1518,0,2,0,1,1,1,1,8,24,2,8,1,0,0,1,
1519,0,2,0,1,1,3,1,4,80,2,7,2,8,8,2,
1520,0,2,0,4,3,2,1,4,46,1,6,2,8,8,1,
1521,0,2,0,4,4,2,1,3,50,1,6,2,8,8,1,
1522,0,1,0,2,2,2,3,3,76,1,4,1,5,0,2,
1523,0,1,0,3,2,2,3,3,66,1,5,1,1,0,1,
1524,0,1,0,3,3,2,1,3,53,1,6,2,8,8,2,
1525,0,2,0,4,2,2,3,4,32,1,6,2,8,8,2,
1526,0,2,0,4,4,2,3,4,51,1,5,3,9,9,2,
1527,0,1,0,4,4,1,3,3,21,1,5,1,0,0,1,
1528,0,1,0,2,2,2,1,3,56,1,3,1,7,0,2,
1529,0,1,0,2,2,2,1,7,48,1,5,1,2,2,1,
1530,0,1,0,2,2,2,1,4,70,1,3,1,7,0,2,
1531,0,1,0,2,2,2,1,4,82,1,3,1,3,0,1,
1532,0,2,0,2,2,2,3,4,56,1,5,2,8,8,1,
1533,0,2,3,2,1,3,1,4,52,1,5,1,2,0,2,
1534,0,1,3,4,2,1,1,3,17,1,5,2,8,8,1,
1535,0,2,1,5,2,2,1,3,29,1,5,1,3,0,1,
1536,0,2,1,5,2,1,1,3,26,1,5,1,1,0,2,
1537,0,2,1,2,2,2,1,4,22,1,5,1,0,0,1,
1538,0,2,3,4,3,1,1,3,16,1,6,1,0,0,1,
1539,0,2,3,4,4,2,1,4,56,1,5,2,8,8,2,
1540,0,2,4,4,1,1,1,3,17,2,3,2,8,8,2,
1541,0,1,4,3,2,2,1,3,55,1,5,2,8,8,1,
1542,0,2,4,2,2,2,3,2,65,1,6,2,8,8,2,
1543,0,2,4,2,2,3,1,4,52,1,4,1,3,0,1,
1544,0,1,4,2,2,3,1,1,93,1,3,3,9,9,2,
1545,0,2,4,3,3,2,1,3,40,2,2,2,8,8,2,
1546,3,1,0,3,3,1,1,8,24,1,7,1,2,0,2,
1547,3,1,0,3,2,2,1,3,28,2,4,1,2,1,1,
1548,3,1,0,3,2,2,1,8,26,2,4,1,3,0,1,
1549,3,1,0,4,3,2,1,3,51,1,4,1,1,0,1,
1550,3,2,0,4,3,2,1,3,49,1,7,1,0,0,1,
1551,3,2,0,5,5,1,1,3,59,1,3,1,0,0,2,
1552,3,2,0,3,3,2,1,0,72,1,9,1,0,0,1,
1553,3,1,0,4,2,2,1,4,30,1,7,1,1,0,1,
1554,3,1,0,4,3,1,1,3,16,1,8,1,0,0,2,
1555,3,1,0,4,3,2,1,5,57,1,9,2,8,8,2,
1556,3,2,0,4,4,1,1,5,18,1,9,1,1,0,1,
1557,3,2,0,4,3,1,1,3,15,2,6,2,8,8,2,
1558,3,2,0,3,3,1,1,4,22,1,3,1,1,0,1,
1559,3,1,0,2,2,1,1,5,24,1,4,1,2,0,1,
1560,3,1,0,2,2,2,1,1,68,1,4,1,0,0,1,
1561,3,1,0,3,2,2,1,5,33,1,8,1,0,0,1,
1562,3,1,0,5,2,2,1,3,43,1,6,1,0,0,1,
1563,3,1,0,3,3,2,1,0,70,1,5,1,0,0,1,
1564,3,2,4,5,2,2,1,3,35,1,6,1,0,0,1,
1565,3,2,4,4,2,2,1,4,52,1,8,1,7,0,1,
1566,3,2,4,5,2,2,1,4,51,1,8,1,1,0,2,
1567,3,1,4,5,3,2,1,3,51,1,6,1,3,0,1,
1568,3,2,4,3,3,2,1,3,56,1,7,1,0,0,2,
1569,3,2,4,6,2,2,1,4,40,1,7,1,0,0,1,
1570,3,1,4,4,2,2,1,5,26,1,5,1,0,0,1,
1571,3,1,4,2,2,2,1,1,68,1,5,2,8,8,1,
1572,3,2,4,4,2,2,1,2,31,1,5,1,1,0,1,
1573,3,2,4,7,4,2,1,4,39,1,5,2,8,8,1,
1574,3,1,4,5,3,2,1,5,55,1,5,2,8,8,2,
1575,3,2,4,5,2,2,1,3,30,1,5,2,8,8,1,
1576,3,1,1,7,3,1,1,3,15,1,1,2,8,8,1,
1577,3,1,1,7,3,1,1,1,22,1,1,1,6,3,2,
1578,3,2,1,7,3,2,1,2,50,1,1,1,1,0,2,
1579,3,2,1,4,3,2,1,1,72,1,1,2,8,8,1,
1580,3,1,1,1,1,3,1,1,71,1,1,2,8,8,2,
1581,3,1,1,1,1,1,1,1,70,1,1,1,0,0,2,
1582,3,1,1,1,1,3,1,1,69,1,1,1,2,0,2,
1583,3,2,3,5,2,2,1,3,28,1,1,1,0,0,1,
1584,3,1,1,5,5,2,1,3,62,1,4,2,8,8,1,
1585,3,1,3,2,2,2,1,3,76,1,4,1,3,0,1,
1586,3,2,1,3,2,2,1,4,25,1,6,1,2,0,1,
1587,3,2,3,5,5,1,1,8,25,1,8,1,1,0,2,
1588,3,1,1,2,2,2,1,4,56,1,7,1,2,0,1,
1589,3,2,1,5,3,2,1,5,35,1,5,1,0,0,1,
1590,3,2,1,5,2,2,2,2,44,1,2,1,4,0,1,
1591,3,2,1,4,2,3,1,4,45,1,6,2,8,8,2,
1592,3,1,1,5,3,2,1,4,56,1,8,1,3,0,1,
1593,3,2,1,5,3,1,1,3,18,1,8,2,8,8,1,
1594,3,2,1,5,2,2,1,3,35,1,8,1,0,0,1,
1595,3,2,1,3,2,1,2,3,66,1,8,1,0,0,2,
1596,3,1,1,2,2,2,1,3,26,1,6,1,4,0,1,
1597,3,2,3,4,2,2,1,8,31,1,5,1,0,0,1,
1598,3,1,3,8,6,2,1,1,59,1,5,1,4,0,1,
1599,3,1,2,2,2,2,1,8,27,1,8,1,2,0,1,
1600,3,1,1,2,2,2,1,3,74,1,3,1,1,0,1,
1601,3,2,1,1,1,3,1,9,85,2,1,2,8,8,2,
1602,3,1,3,7,2,2,1,1,52,2,1,1,0,0,1,
1603,3,1,3,6,3,1,1,1,18,1,1,1,2,0,1,
1604,7,1,4,4,2,2,1,2,58,1,6,2,8,8,1,
1605,7,1,4,3,2,2,1,3,31,1,6,1,2,0,1,
1606,7,2,4,3,2,2,1,8,28,1,5,2,8,8,2,
1607,7,1,4,5,3,1,1,2,17,1,4,1,0,0,2,
1608,7,2,4,4,3,2,3,2,45,1,6,2,8,8,2,
1609,7,1,4,3,2,2,3,2,32,1,4,2,8,8,1,
1610,8,2,4,3,2,2,1,3,50,1,6,1,0,0,1,
1611,8,1,1,2,2,2,1,3,64,1,5,1,0,0,1,
1612,8,1,4,5,2,2,1,4,26,1,5,1,3,0,1,
1613,8,1,4,3,2,2,1,3,50,1,4,1,2,0,1,
1614,8,1,4,2,2,2,1,1,88,1,4,2,8,8,2,
1615,8,1,4,2,2,2,1,3,21,1,5,1,1,0,2,
1616,8,1,2,3,3,2,1,3,63,1,6,1,1,0,2,
1617,8,2,2,3,3,2,1,4,61,1,6,1,1,0,2,
1618,8,1,3,1,1,1,1,3,28,2,3,1,4,0,2,
1619,8,2,1,4,2,2,3,2,43,2,8,1,1,0,2,
1620,8,1,1,3,1,1,1,3,17,1,7,2,8,8,1,
1621,8,2,1,4,2,2,1,4,27,1,6,1,1,0,1,
1622,8,2,1,1,1,3,1,3,57,1,3,1,2,0,2,
1623,2,1,0,6,2,2,1,7,55,1,4,1,7,0,1,
1624,2,1,0,2,2,1,1,3,57,2,4,2,8,8,1,
1625,2,2,0,2,2,3,1,4,22,1,5,1,2,0,2,
1626,2,1,0,2,2,1,1,8,23,1,6,1,3,0,1,
1627,2,2,0,3,2,1,1,4,21,2,3,1,3,0,1,
1628,2,2,0,2,2,2,1,5,48,1,6,1,2,0,2,
1629,3,2,0,2,2,3,1,4,82,2,8,2,8,8,1,
1630,3,2,0,1,1,3,1,3,70,2,8,2,8,8,2,
1631,3,1,0,2,2,2,1,3,72,2,8,2,8,8,1,
1632,3,1,0,2,2,2,1,1,73,2,8,1,1,0,2,
1633,3,1,0,5,2,2,1,1,34,1,8,1,2,0,2,
1634,3,2,0,1,1,3,1,4,65,2,8,2,8,8,1,
1635,3,1,4,4,2,2,1,3,33,2,7,2,8,8,2,
1636,3,2,4,1,1,3,1,3,70,2,7,2,8,8,2,
1637,3,1,4,2,2,2,3,1,77,2,7,2,8,8,1,
1638,3,2,4,2,2,3,1,4,73,2,6,2,8,8,2,
1639,3,1,4,1,1,3,1,3,71,2,6,2,8,8,1,
1640,3,2,4,1,1,3,1,1,69,2,6,2,8,8,1,
1641,2,1,2,4,2,2,1,6,46,1,5,2,8,8,2,
1642,2,1,2,3,3,1,1,7,21,1,7,1,2,0,2,
1643,2,1,1,1,1,3,1,1,75,1,3,1,2,2,2,
1644,2,1,1,4,3,1,3,6,18,1,6,1,1,0,1,
1645,2,1,1,1,1,3,1,2,60,1,3,2,8,8,1,
1646,2,2,1,3,2,2,1,3,31,1,5,1,1,0,1,
1647,3,2,1,6,4,2,1,3,18,1,8,2,8,8,1,
1648,3,1,1,3,2,2,1,1,40,1,5,1,2,0,1,
1649,3,1,1,2,2,1,1,4,26,1,8,1,5,0,2,
1650,3,2,1,2,2,3,1,3,59,1,6,2,8,8,1,
1651,3,2,1,4,3,2,1,3,54,1,8,1,0,0,1,
1652,3,2,1,8,3,1,1,3,19,1,7,1,1,0,1,
1653,3,1,1,5,2,2,1,3,35,1,7,2,8,8,2,
1654,7,1,0,2,2,2,1,2,25,2,5,1,2,0,1,
1655,7,1,0,1,1,1,1,4,65,2,5,2,8,8,1,
1656,7,1,0,1,1,3,1,4,45,2,5,2,8,8,1,
1657,7,1,0,7,7,1,1,0,20,2,5,2,8,8,2,
1658,7,2,0,1,1,1,1,4,26,2,5,1,1,0,1,
1659,7,1,0,4,2,2,3,5,28,1,5,1,0,0,2,
1660,7,1,0,4,3,2,3,3,52,1,4,1,7,0,2,
1661,7,1,0,2,2,2,3,3,59,1,3,2,8,8,2,
1662,7,1,0,3,3,2,3,3,50,1,2,1,1,0,2,
1663,7,1,0,3,3,1,1,4,18,1,8,1,4,0,1,
1664,7,1,0,3,3,2,1,4,45,1,8,1,2,0,1,
1665,7,2,0,4,3,1,1,3,18,1,2,1,1,0,1,
1666,7,1,0,3,2,2,1,3,34,1,6,1,2,1,1,
1667,7,1,0,6,4,1,1,3,17,1,5,1,0,0,1,
1668,7,1,0,6,4,2,1,4,42,1,5,1,7,0,1,
1669,7,1,0,2,2,2,1,4,48,1,5,1,3,0,2,
1670,7,1,0,2,2,2,3,3,51,1,6,1,1,0,2,
1671,7,1,0,3,3,1,1,3,18,1,6,1,0,0,1,
1672,7,1,0,3,2,3,3,1,84,1,3,2,8,8,2,
1673,7,2,0,2,2,1,3,3,37,1,7,1,1,0,1,
1674,7,1,0,3,2,2,1,3,22,1,1,1,1,0,1,
1675,7,1,0,4,4,1,1,6,26,2,6,1,3,1,2,
1676,7,1,0,2,2,2,3,3,67,1,5,1,1,0,2,
1677,0,2,0,3,2,2,1,3,40,2,3,1,1,0,2,
1678,0,2,0,1,1,1,1,7,71,2,3,1,0,0,2,
1679,0,1,0,2,2,2,1,8,27,2,5,1,2,0,1,
1680,0,1,0,4,3,3,1,4,40,1,4,2,8,8,2,
1681,0,2,0,1,1,1,1,7,22,2,4,1,2,0,1,
1682,0,2,0,1,1,2,1,3,60,2,2,2,8,8,2,
1683,0,2,0,5,2,2,1,5,31,1,5,1,3,0,2,
1684,0,1,0,2,2,2,1,3,66,1,4,2,8,8,1,
1685,0,1,0,1,1,3,1,4,72,1,4,1,4,0,2,
1686,0,1,0,2,2,2,3,4,53,1,5,2,8,8,2,
1687,0,1,0,4,3,1,1,4,18,1,5,2,8,8,1,
1688,0,2,0,2,2,2,1,4,60,1,4,1,7,0,2,
1689,0,2,4,2,2,2,1,2,67,1,3,1,0,0,2,
1690,0,1,4,2,2,2,1,3,67,1,5,1,5,0,2,
1691,0,1,4,2,2,2,1,3,60,1,3,1,0,0,2,
1692,0,1,4,3,3,2,1,1,65,1,2,2,8,8,1,
1693,0,2,4,3,2,2,1,4,38,1,3,1,2,0,1,
1694,0,1,4,1,1,3,1,1,84,1,2,2,8,8,2,
1695,5,1,3,2,2,2,2,1,68,1,5,1,0,0,1,
1696,5,2,1,4,4,3,2,1,56,1,5,1,0,0,2,
1697,5,1,3,7,3,1,2,5,15,1,5,1,0,0,2,
1698,5,1,3,7,3,2,2,1,68,1,5,1,0,0,2,
1699,5,2,1,4,2,2,1,5,28,1,8,1,0,0,2,
1700,5,1,1,2,2,2,2,1,80,1,5,1,7,0,1,
1701,5,2,3,4,2,2,2,3,32,1,9,1,1,0,2,
1702,9,1,0,2,1,2,1,3,26,2,5,1,6,3,1,
1703,9,2,0,3,3,2,1,6,20,2,3,1,1,0,2,
1704,9,1,0,4,3,1,1,5,20,2,3,1,3,1,2,
1705,9,2,0,1,1,3,1,4,79,1,3,2,8,8,2,
1706,9,2,0,2,2,1,1,3,18,2,5,2,8,8,1,
1707,9,2,0,5,3,2,3,3,29,1,5,2,8,8,2,
1708,9,1,0,3,3,1,1,3,73,1,6,2,8,8,2,
1709,9,2,0,3,3,1,1,4,77,1,6,1,0,0,2,
1710,9,2,0,5,2,3,3,4,38,2,5,2,8,8,2,
1711,9,1,0,2,2,1,1,5,66,1,5,2,8,8,2,
1712,9,2,0,4,2,2,1,6,30,2,6,2,8,8,2,
1713,9,1,0,4,3,1,3,5,24,1,6,2,8,8,2,
1714,9,2,0,4,2,2,1,4,36,2,6,1,1,0,1,
1715,9,2,0,1,1,3,1,3,23,1,5,2,8,8,2,
1716,9,1,0,4,2,2,1,8,30,1,6,1,1,0,1,
